Time [ns]	X (Q6.10)	X (Decimal)	Y (Q6.10)	Y (Decimal)
612505	62294	-3.166016	 3247	3.170898
612735	62136	-3.320312	 3087	3.014648
612965	61986	-3.466797	 2924	2.855469
613195	61844	-3.605469	 2756	2.691406
613425	61710	-3.736328	 2582	2.521484
613655	61585	-3.858398	 2400	2.343750
613885	61470	-3.970703	 2209	2.157227
614115	61364	-4.074219	 2008	1.960938
614345	61269	-4.166992	 1796	1.753906
614575	61184	-4.250000	 1574	1.537109
614805	61111	-4.321289	 1342	1.310547
615035	61050	-4.380859	 1102	1.076172
615265	61001	-4.428711	  858	0.837891
615495	60964	-4.464844	  613	0.598633
615725	60939	-4.489258	  370	0.361328
615955	60926	-4.501953	  131	0.127930
616185	60925	-4.502930	65434	-0.099609
616415	60935	-4.493164	65207	-0.321289
616645	60956	-4.472656	64986	-0.537109
616875	60988	-4.441406	64769	-0.749023
617105	61031	-4.399414	64554	-0.958984
617335	61085	-4.346680	64339	-1.168945
617565	61149	-4.284180	64123	-1.379883
617795	61224	-4.210938	63905	-1.592773
618025	61310	-4.126953	63685	-1.807617
618255	61407	-4.032227	63463	-2.024414
618485	61515	-3.926758	63242	-2.240234
618715	61634	-3.810547	63024	-2.453125
618945	61764	-3.683594	62812	-2.660156
619175	61904	-3.546875	62608	-2.859375
619405	62054	-3.400391	62416	-3.046875
619635	62214	-3.244141	62237	-3.221680
619865	62382	-3.080078	62072	-3.382812
620095	62558	-2.908203	61922	-3.529297
620325	62741	-2.729492	61787	-3.661133
620555	62930	-2.544922	61666	-3.779297
620785	63125	-2.354492	61558	-3.884766
621015	63325	-2.159180	61463	-3.977539
621245	63530	-1.958984	61379	-4.059570
621475	63738	-1.755859	61306	-4.130859
621705	63950	-1.548828	61244	-4.191406
621935	64165	-1.338867	61192	-4.242188
622165	64382	-1.126953	61149	-4.284180
622395	64601	-0.913086	61115	-4.317383
622625	64821	-0.698242	61090	-4.341797
622855	65042	-0.482422	61074	-4.357422
623085	65264	-0.265625	61067	-4.364258
623315	65486	-0.048828	61069	-4.362305
623545	  172	0.167969	61080	-4.351562
623775	  393	0.383789	61100	-4.332031
624005	  613	0.598633	61130	-4.302734
624235	  831	0.811523	61170	-4.263672
624465	 1047	1.022461	61220	-4.214844
624695	 1260	1.230469	61281	-4.155273
624925	 1470	1.435547	61353	-4.084961
625155	 1676	1.636719	61437	-4.002930
625385	 1877	1.833008	61533	-3.909180
625615	 2073	2.024414	61642	-3.802734
625845	 2264	2.210938	61765	-3.682617
626075	 2448	2.390625	61902	-3.548828
626305	 2625	2.563477	62052	-3.402344
626535	 2794	2.728516	62216	-3.242188
626765	 2955	2.885742	62393	-3.069336
626995	 3107	3.034180	62581	-2.885742
627225	 3249	3.172852	62778	-2.693359
627455	 3381	3.301758	62982	-2.494141
627685	 3503	3.420898	63189	-2.291992
627915	 3614	3.529297	63398	-2.087891
628145	 3715	3.627930	63606	-1.884766
628375	 3805	3.715820	63811	-1.684570
628605	 3885	3.793945	64014	-1.486328
628835	 3955	3.862305	64214	-1.291016
629065	 4015	3.920898	64413	-1.096680
629295	 4065	3.969727	64611	-0.903320
629525	 4106	4.009766	64811	-0.708008
629755	 4137	4.040039	65015	-0.508789
629985	 4157	4.059570	65224	-0.304688
630215	 4167	4.069336	65439	-0.094727
630445	 4166	4.068359	  124	0.121094
630675	 4154	4.056641	  350	0.341797
630905	 4130	4.033203	  579	0.565430
631135	 4095	3.999023	  809	0.790039
631365	 4049	3.954102	 1036	1.011719
631595	 3991	3.897461	 1258	1.228516
631825	 3922	3.830078	 1471	1.436523
632055	 3843	3.752930	 1675	1.635742
632285	 3754	3.666016	 1868	1.824219
632515	 3656	3.570312	 2050	2.001953
632745	 3549	3.465820	 2222	2.169922
632975	 3434	3.353516	 2385	2.329102
633205	 3311	3.233398	 2540	2.480469
633435	 3180	3.105469	 2689	2.625977
633665	 3042	2.970703	 2832	2.765625
633895	 2897	2.829102	 2972	2.902344
634125	 2745	2.680664	 3108	3.035156
634355	 2586	2.525391	 3242	3.166016
634585	 2421	2.364258	 3373	3.293945
634815	 2249	2.196289	 3502	3.419922
635045	 2071	2.022461	 3628	3.542969
635275	 1887	1.842773	 3750	3.662109
635505	 1697	1.657227	 3867	3.776367
635735	 1501	1.465820	 3978	3.884766
635965	 1300	1.269531	 4081	3.985352
636195	 1094	1.068359	 4175	4.077148
636425	  883	0.862305	 4259	4.159180
636655	  668	0.652344	 4332	4.230469
636885	  450	0.439453	 4393	4.290039
637115	  229	0.223633	 4441	4.336914
637345	    6	0.005859	 4475	4.370117
637575	65318	-0.212891	 4495	4.389648
637805	65093	-0.432617	 4501	4.395508
638035	64868	-0.652344	 4493	4.387695
638265	64644	-0.871094	 4471	4.366211
638495	64422	-1.087891	 4436	4.332031
638725	64202	-1.302734	 4388	4.285156
638955	63984	-1.515625	 4328	4.226562
639185	63770	-1.724609	 4257	4.157227
639415	63559	-1.930664	 4176	4.078125
639645	63353	-2.131836	 4086	3.990234
639875	63151	-2.329102	 3988	3.894531
640105	62954	-2.521484	 3883	3.791992
640335	62763	-2.708008	 3772	3.683594
640565	62577	-2.889648	 3655	3.569336
640795	62397	-3.065430	 3534	3.451172
641025	62224	-3.234375	 3409	3.329102
641255	62057	-3.397461	 3280	3.203125
641485	61896	-3.554688	 3146	3.072266
641715	61742	-3.705078	 3007	2.936523
641945	61595	-3.848633	 2862	2.794922
642175	61456	-3.984375	 2711	2.647461
642405	61324	-4.113281	 2551	2.491211
642635	61201	-4.233398	 2382	2.326172
642865	61086	-4.345703	 2203	2.151367
643095	60980	-4.449219	 2012	1.964844
643325	60884	-4.542969	 1809	1.766602
643555	60799	-4.625977	 1593	1.555664
643785	60725	-4.698242	 1366	1.333984
644015	60662	-4.759766	 1130	1.103516
644245	60611	-4.809570	  888	0.867188
644475	60572	-4.847656	  643	0.627930
644705	60546	-4.873047	  399	0.389648
644935	60532	-4.886719	  158	0.154297
645165	60530	-4.888672	65458	-0.076172
645395	60539	-4.879883	65228	-0.300781
645625	60560	-4.859375	65003	-0.520508
645855	60592	-4.828125	64781	-0.737305
646085	60635	-4.786133	64561	-0.952148
646315	60689	-4.733398	64340	-1.167969
646545	60754	-4.669922	64118	-1.384766
646775	60830	-4.595703	63893	-1.604492
647005	60917	-4.510742	63665	-1.827148
647235	61015	-4.415039	63435	-2.051758
647465	61125	-4.307617	63205	-2.276367
647695	61246	-4.189453	62978	-2.498047
647925	61378	-4.060547	62757	-2.713867
648155	61521	-3.920898	62545	-2.920898
648385	61675	-3.770508	62345	-3.116211
648615	61838	-3.611328	62158	-3.298828
648845	62010	-3.443359	61985	-3.467773
649075	62190	-3.267578	61826	-3.623047
649305	62378	-3.083984	61681	-3.764648
649535	62573	-2.893555	61549	-3.893555
649765	62774	-2.697266	61430	-4.009766
649995	62981	-2.495117	61322	-4.115234
650225	63193	-2.288086	61224	-4.210938
650455	63410	-2.076172	61136	-4.296875
650685	63631	-1.860352	61057	-4.374023
650915	63855	-1.641602	60986	-4.443359
651145	64083	-1.418945	60923	-4.504883
651375	64314	-1.193359	60868	-4.558594
651605	64547	-0.965820	60820	-4.605469
651835	64782	-0.736328	60780	-4.644531
652065	65019	-0.504883	60747	-4.676758
652295	65258	-0.271484	60721	-4.702148
652525	65498	-0.037109	60702	-4.720703
652755	  203	0.198242	60691	-4.731445
652985	  444	0.433594	60688	-4.734375
653215	  685	0.668945	60692	-4.730469
653445	  926	0.904297	60705	-4.717773
653675	 1166	1.138672	60726	-4.697266
653905	 1404	1.371094	60756	-4.667969
654135	 1641	1.602539	60795	-4.629883
654365	 1876	1.832031	60843	-4.583008
654595	 2108	2.058594	60901	-4.526367
654825	 2337	2.282227	60969	-4.459961
655055	 2562	2.501953	61048	-4.382812
655285	 2783	2.717773	61138	-4.294922
655515	 2999	2.928711	61240	-4.195312
655745	 3210	3.134766	61356	-4.082031
655975	 3415	3.334961	61485	-3.956055
656205	 3613	3.528320	61629	-3.815430
656435	 3803	3.713867	61789	-3.659180
656665	 3985	3.891602	61965	-3.487305
656895	 4158	4.060547	62156	-3.300781
657125	 4321	4.219727	62362	-3.099609
657355	 4473	4.368164	62582	-2.884766
657585	 4614	4.505859	62813	-2.659180
657815	 4743	4.631836	63051	-2.426758
658045	 4860	4.746094	63294	-2.189453
658275	 4965	4.848633	63538	-1.951172
658505	 5058	4.939453	63782	-1.712891
658735	 5139	5.018555	64024	-1.476562
658965	 5208	5.085938	64265	-1.241211
659195	 5265	5.141602	64506	-1.005859
659425	 5310	5.185547	64748	-0.769531
659655	 5343	5.217773	64994	-0.529297
659885	 5363	5.237305	65246	-0.283203
660115	 5371	5.245117	65505	-0.030273
660345	 5366	5.240234	  235	0.229492
660575	 5347	5.221680	  506	0.494141
660805	 5315	5.190430	  779	0.760742
661035	 5269	5.145508	 1051	1.026367
661265	 5209	5.086914	 1318	1.287109
661495	 5136	5.015625	 1577	1.540039
661725	 5051	4.932617	 1826	1.783203
661955	 4953	4.836914	 2065	2.016602
662185	 4844	4.730469	 2294	2.240234
662415	 4724	4.613281	 2515	2.456055
662645	 4593	4.485352	 2729	2.665039
662875	 4451	4.346680	 2939	2.870117
663105	 4299	4.198242	 3146	3.072266
663335	 4137	4.040039	 3351	3.272461
663565	 3965	3.872070	 3554	3.470703
663795	 3782	3.693359	 3754	3.666016
664025	 3590	3.505859	 3950	3.857422
664255	 3388	3.308594	 4140	4.042969
664485	 3177	3.102539	 4321	4.219727
664715	 2957	2.887695	 4491	4.385742
664945	 2729	2.665039	 4647	4.538086
665175	 2493	2.434570	 4788	4.675781
665405	 2251	2.198242	 4912	4.796875
665635	 2003	1.956055	 5018	4.900391
665865	 1750	1.708984	 5106	4.986328
666095	 1493	1.458008	 5176	5.054688
666325	 1233	1.204102	 5227	5.104492
666555	  971	0.948242	 5260	5.136719
666785	  708	0.691406	 5275	5.151367
667015	  445	0.434570	 5272	5.148438
667245	  182	0.177734	 5251	5.127930
667475	65457	-0.077148	 5212	5.089844
667705	65198	-0.330078	 5156	5.035156
667935	64942	-0.580078	 5084	4.964844
668165	64690	-0.826172	 4995	4.877930
668395	64443	-1.067383	 4891	4.776367
668625	64202	-1.302734	 4772	4.660156
668855	63967	-1.532227	 4640	4.531250
669085	63739	-1.754883	 4496	4.390625
669315	63518	-1.970703	 4342	4.240234
669545	63305	-2.178711	 4180	4.082031
669775	63100	-2.378906	 4012	3.917969
670005	62904	-2.570312	 3840	3.750000
670235	62717	-2.752930	 3665	3.579102
670465	62538	-2.927734	 3489	3.407227
670695	62368	-3.093750	 3312	3.234375
670925	62207	-3.250977	 3134	3.060547
671155	62055	-3.399414	 2954	2.884766
671385	61912	-3.539062	 2770	2.705078
671615	61778	-3.669922	 2581	2.520508
671845	61654	-3.791016	 2386	2.330078
672075	61540	-3.902344	 2182	2.130859
672305	61436	-4.003906	 1969	1.922852
672535	61343	-4.094727	 1746	1.705078
672765	61261	-4.174805	 1513	1.477539
672995	61191	-4.243164	 1271	1.241211
673225	61133	-4.299805	 1023	0.999023
673455	61088	-4.343750	  772	0.753906
673685	61055	-4.375977	  522	0.509766
673915	61035	-4.395508	  275	0.268555
674145	61027	-4.403320	   34	0.033203
674375	61031	-4.399414	65336	-0.195312
674605	61046	-4.384766	65108	-0.417969
674835	61072	-4.359375	64885	-0.635742
675065	61109	-4.323242	64666	-0.849609
675295	61157	-4.276367	64449	-1.061523
675525	61216	-4.218750	64232	-1.273438
675755	61286	-4.150391	64014	-1.486328
675985	61367	-4.071289	63794	-1.701172
676215	61459	-3.981445	63572	-1.917969
676445	61562	-3.880859	63350	-2.134766
676675	61676	-3.769531	63130	-2.349609
676905	61801	-3.647461	62914	-2.560547
677135	61936	-3.515625	62706	-2.763672
677365	62081	-3.374023	62508	-2.957031
677595	62236	-3.222656	62323	-3.137695
677825	62400	-3.062500	62152	-3.304688
678055	62572	-2.894531	61996	-3.457031
678285	62751	-2.719727	61855	-3.594727
678515	62937	-2.538086	61728	-3.718750
678745	63129	-2.350586	61615	-3.829102
678975	63326	-2.158203	61515	-3.926758
679205	63528	-1.960938	61428	-4.011719
679435	63734	-1.759766	61352	-4.085938
679665	63944	-1.554688	61287	-4.149414
679895	64157	-1.346680	61233	-4.202148
680125	64372	-1.136719	61189	-4.245117
680355	64589	-0.924805	61155	-4.278320
680585	64807	-0.711914	61130	-4.302734
680815	65026	-0.498047	61114	-4.318359
681045	65246	-0.283203	61107	-4.325195
681275	65466	-0.068359	61109	-4.323242
681505	  150	0.146484	61121	-4.311523
681735	  369	0.360352	61142	-4.291016
681965	  587	0.573242	61173	-4.260742
682195	  803	0.784180	61214	-4.220703
682425	 1017	0.993164	61266	-4.169922
682655	 1228	1.199219	61329	-4.108398
682885	 1435	1.401367	61403	-4.036133
683115	 1638	1.599609	61489	-3.952148
683345	 1837	1.793945	61588	-3.855469
683575	 2030	1.982422	61700	-3.746094
683805	 2218	2.166016	61826	-3.623047
684035	 2399	2.342773	61965	-3.487305
684265	 2573	2.512695	62118	-3.337891
684495	 2739	2.674805	62284	-3.175781
684725	 2896	2.828125	62462	-3.001953
684955	 3044	2.972656	62650	-2.818359
685185	 3182	3.107422	62847	-2.625977
685415	 3310	3.232422	63049	-2.428711
685645	 3428	3.347656	63254	-2.228516
685875	 3536	3.453125	63459	-2.028320
686105	 3634	3.548828	63662	-1.830078
686335	 3722	3.634766	63863	-1.633789
686565	 3800	3.710938	64061	-1.440430
686795	 3868	3.777344	64257	-1.249023
687025	 3926	3.833984	64451	-1.059570
687255	 3975	3.881836	64646	-0.869141
687485	 4014	3.919922	64843	-0.676758
687715	 4043	3.948242	65043	-0.481445
687945	 4062	3.966797	65249	-0.280273
688175	 4071	3.975586	65460	-0.074219
688405	 4069	3.973633	  141	0.137695
688635	 4056	3.960938	  363	0.354492
688865	 4032	3.937500	  588	0.574219
689095	 3997	3.903320	  814	0.794922
689325	 3950	3.857422	 1037	1.012695
689555	 3892	3.800781	 1254	1.224609
689785	 3824	3.734375	 1463	1.428711
690015	 3746	3.658203	 1662	1.623047
690245	 3658	3.572266	 1851	1.807617
690475	 3561	3.477539	 2029	1.981445
690705	 3455	3.374023	 2196	2.144531
690935	 3341	3.262695	 2354	2.298828
691165	 3219	3.143555	 2504	2.445312
691395	 3090	3.017578	 2648	2.585938
691625	 2954	2.884766	 2786	2.720703
691855	 2811	2.745117	 2920	2.851562
692085	 2662	2.599609	 3050	2.978516
692315	 2506	2.447266	 3177	3.102539
692545	 2344	2.289062	 3302	3.224609
692775	 2176	2.125000	 3424	3.343750
693005	 2002	1.955078	 3544	3.460938
693235	 1822	1.779297	 3660	3.574219
693465	 1636	1.597656	 3772	3.683594
693695	 1445	1.411133	 3879	3.788086
693925	 1249	1.219727	 3979	3.885742
694155	 1048	1.023438	 4072	3.976562
694385	  843	0.823242	 4156	4.058594
694615	  634	0.619141	 4230	4.130859
694845	  421	0.411133	 4293	4.192383
695075	  205	0.200195	 4344	4.242188
695305	65523	-0.012695	 4382	4.279297
695535	65303	-0.227539	 4408	4.304688
695765	65082	-0.443359	 4420	4.316406
695995	64861	-0.659180	 4419	4.315430
696225	64641	-0.874023	 4405	4.301758
696455	64422	-1.087891	 4378	4.275391
696685	64204	-1.300781	 4339	4.237305
696915	63988	-1.511719	 4288	4.187500
697145	63775	-1.719727	 4226	4.126953
697375	63566	-1.923828	 4154	4.056641
697605	63361	-2.124023	 4073	3.977539
697835	63160	-2.320312	 3983	3.889648
698065	62963	-2.512695	 3886	3.794922
698295	62771	-2.700195	 3783	3.694336
698525	62585	-2.881836	 3674	3.587891
698755	62404	-3.058594	 3560	3.476562
698985	62229	-3.229492	 3441	3.360352
699215	62060	-3.394531	 3318	3.240234
699445	61897	-3.553711	 3190	3.115234
699675	61741	-3.706055	 3057	2.985352
699905	61592	-3.851562	 2918	2.849609
700135	61450	-3.990234	 2773	2.708008
700365	61315	-4.122070	 2620	2.558594
700595	61188	-4.246094	 2458	2.400391
700825	61069	-4.362305	 2285	2.231445
701055	60959	-4.469727	 2101	2.051758
701285	60859	-4.567383	 1904	1.859375
701515	60769	-4.655273	 1695	1.655273
701745	60689	-4.733398	 1474	1.439453
701975	60621	-4.799805	 1243	1.213867
702205	60564	-4.855469	 1004	0.980469
702435	60519	-4.899414	  760	0.742188
702665	60487	-4.930664	  515	0.502930
702895	60467	-4.950195	  272	0.265625
703125	60459	-4.958008	   33	0.032227
703355	60463	-4.954102	65336	-0.195312
703585	60478	-4.939453	65108	-0.417969
703815	60504	-4.914062	64884	-0.636719
704045	60542	-4.876953	64662	-0.853516
704275	60591	-4.829102	64441	-1.069336
704505	60651	-4.770508	64218	-1.287109
704735	60722	-4.701172	63993	-1.506836
704965	60804	-4.621094	63765	-1.729492
705195	60897	-4.530273	63534	-1.955078
705425	61002	-4.427734	63302	-2.181641
705655	61118	-4.314453	63072	-2.406250
705885	61246	-4.189453	62846	-2.626953
706115	61385	-4.053711	62628	-2.839844
706345	61535	-3.907227	62421	-3.041992
706575	61695	-3.750977	62226	-3.232422
706805	61864	-3.585938	62045	-3.409180
707035	62042	-3.412109	61879	-3.571289
707265	62228	-3.230469	61727	-3.719727
707495	62421	-3.041992	61588	-3.855469
707725	62620	-2.847656	61462	-3.978516
707955	62825	-2.647461	61347	-4.090820
708185	63036	-2.441406	61243	-4.192383
708415	63252	-2.230469	61149	-4.284180
708645	63472	-2.015625	61064	-4.367188
708875	63696	-1.796875	60987	-4.442383
709105	63924	-1.574219	60918	-4.509766
709335	64155	-1.348633	60856	-4.570312
709565	64389	-1.120117	60801	-4.624023
709795	64626	-0.888672	60753	-4.670898
710025	64865	-0.655273	60712	-4.710938
710255	65106	-0.419922	60678	-4.744141
710485	65348	-0.183594	60652	-4.769531
710715	   55	0.053711	60633	-4.788086
710945	  299	0.291992	60621	-4.799805
711175	  543	0.530273	60617	-4.803711
711405	  787	0.768555	60621	-4.799805
711635	 1031	1.006836	60633	-4.788086
711865	 1274	1.244141	60653	-4.768555
712095	 1516	1.480469	60682	-4.740234
712325	 1756	1.714844	60720	-4.703125
712555	 1994	1.947266	60767	-4.657227
712785	 2230	2.177734	60823	-4.602539
713015	 2463	2.405273	60889	-4.538086
713245	 2692	2.628906	60966	-4.462891
713475	 2917	2.848633	61054	-4.376953
713705	 3137	3.063477	61154	-4.279297
713935	 3352	3.273438	61267	-4.168945
714165	 3561	3.477539	61394	-4.044922
714395	 3763	3.674805	61535	-3.907227
714625	 3958	3.865234	61692	-3.753906
714855	 4145	4.047852	61865	-3.584961
715085	 4323	4.221680	62054	-3.400391
715315	 4491	4.385742	62259	-3.200195
715545	 4648	4.539062	62478	-2.986328
715775	 4794	4.681641	62710	-2.759766
716005	 4928	4.812500	62951	-2.524414
716235	 5050	4.931641	63198	-2.283203
716465	 5160	5.039062	63448	-2.039062
716695	 5257	5.133789	63699	-1.793945
716925	 5342	5.216797	63949	-1.549805
717155	 5414	5.287109	64197	-1.307617
717385	 5474	5.345703	64445	-1.065430
717615	 5522	5.392578	64694	-0.822266
717845	 5557	5.426758	64947	-0.575195
718075	 5579	5.448242	65205	-0.323242
718305	 5588	5.457031	65470	-0.064453
718535	 5584	5.453125	  206	0.201172
718765	 5566	5.435547	  484	0.472656
718995	 5534	5.404297	  765	0.747070
719225	 5488	5.359375	 1045	1.020508
719455	 5429	5.301758	 1320	1.289062
719685	 5356	5.230469	 1587	1.549805
719915	 5270	5.146484	 1844	1.800781
720145	 5171	5.049805	 2091	2.041992
720375	 5060	4.941406	 2329	2.274414
720605	 4938	4.822266	 2559	2.499023
720835	 4804	4.691406	 2783	2.717773
721065	 4659	4.549805	 3003	2.932617
721295	 4503	4.397461	 3220	3.144531
721525	 4337	4.235352	 3436	3.355469
721755	 4160	4.062500	 3649	3.563477
721985	 3972	3.878906	 3859	3.768555
722215	 3774	3.685547	 4064	3.968750
722445	 3566	3.482422	 4262	4.162109
722675	 3348	3.269531	 4449	4.344727
722905	 3121	3.047852	 4623	4.514648
723135	 2886	2.818359	 4782	4.669922
723365	 2644	2.582031	 4925	4.809570
723595	 2395	2.338867	 5050	4.931641
723825	 2140	2.089844	 5157	5.036133
724055	 1880	1.835938	 5245	5.122070
724285	 1616	1.578125	 5314	5.189453
724515	 1349	1.317383	 5365	5.239258
724745	 1080	1.054688	 5398	5.271484
724975	  810	0.791016	 5413	5.286133
725205	  540	0.527344	 5410	5.283203
725435	  270	0.263672	 5390	5.263672
725665	    2	0.001953	 5352	5.226562
725895	65272	-0.257812	 5297	5.172852
726125	65009	-0.514648	 5225	5.102539
726355	64750	-0.767578	 5137	5.016602
726585	64496	-1.015625	 5032	4.914062
726815	64248	-1.257812	 4912	4.796875
727045	64006	-1.494141	 4777	4.665039
727275	63771	-1.723633	 4629	4.520508
727505	63544	-1.945312	 4470	4.365234
727735	63325	-2.159180	 4301	4.200195
727965	63115	-2.364258	 4125	4.028320
728195	62913	-2.561523	 3944	3.851562
728425	62721	-2.749023	 3760	3.671875
728655	62538	-2.927734	 3574	3.490234
728885	62364	-3.097656	 3388	3.308594
729115	62199	-3.258789	 3201	3.125977
729345	62044	-3.410156	 3012	2.941406
729575	61898	-3.552734	 2821	2.754883
729805	61762	-3.685547	 2626	2.564453
730035	61636	-3.808594	 2425	2.368164
730265	61520	-3.921875	 2216	2.164062
730495	61414	-4.025391	 1998	1.951172
730725	61320	-4.117188	 1770	1.728516
730955	61237	-4.198242	 1532	1.496094
731185	61166	-4.267578	 1286	1.255859
731415	61108	-4.324219	 1033	1.008789
731645	61062	-4.369141	  778	0.759766
731875	61029	-4.401367	  523	0.510742
732105	61009	-4.420898	  272	0.265625
732335	61001	-4.428711	   27	0.026367
732565	61005	-4.424805	65324	-0.207031
732795	61021	-4.409180	65092	-0.433594
733025	61048	-4.382812	64865	-0.655273
733255	61086	-4.345703	64642	-0.873047
733485	61136	-4.296875	64421	-1.088867
733715	61197	-4.237305	64200	-1.304688
733945	61269	-4.166992	63977	-1.522461
734175	61352	-4.085938	63752	-1.742188
734405	61446	-3.994141	63526	-1.962891
734635	61551	-3.891602	63300	-2.183594
734865	61667	-3.778320	63077	-2.401367
735095	61794	-3.654297	62859	-2.614258
735325	61932	-3.519531	62650	-2.818359
735555	62080	-3.375000	62452	-3.011719
735785	62238	-3.220703	62267	-3.192383
736015	62405	-3.057617	62097	-3.358398
736245	62580	-2.886719	61941	-3.510742
736475	62762	-2.708984	61800	-3.648438
736705	62951	-2.524414	61674	-3.771484
736935	63146	-2.333984	61561	-3.881836
737165	63346	-2.138672	61461	-3.979492
737395	63551	-1.938477	61373	-4.065430
737625	63760	-1.734375	61296	-4.140625
737855	63972	-1.527344	61230	-4.205078
738085	64187	-1.317383	61174	-4.259766
738315	64405	-1.104492	61128	-4.304688
738545	64625	-0.889648	61091	-4.340820
738775	64847	-0.672852	61063	-4.368164
739005	65070	-0.455078	61044	-4.386719
739235	65294	-0.236328	61034	-4.396484
739465	65518	-0.017578	61033	-4.397461
739695	  206	0.201172	61041	-4.389648
739925	  429	0.418945	61058	-4.373047
740155	  651	0.635742	61084	-4.347656
740385	  871	0.850586	61120	-4.312500
740615	 1089	1.063477	61166	-4.267578
740845	 1305	1.274414	61222	-4.212891
741075	 1518	1.482422	61289	-4.147461
741305	 1727	1.686523	61368	-4.070312
741535	 1932	1.886719	61459	-3.981445
741765	 2132	2.082031	61563	-3.879883
741995	 2327	2.272461	61680	-3.765625
742225	 2515	2.456055	61811	-3.637695
742455	 2697	2.633789	61957	-3.495117
742685	 2871	2.803711	62117	-3.338867
742915	 3037	2.965820	62290	-3.169922
743145	 3194	3.119141	62476	-2.988281
743375	 3341	3.262695	62672	-2.796875
743605	 3478	3.396484	62876	-2.597656
743835	 3605	3.520508	63086	-2.392578
744065	 3721	3.633789	63298	-2.185547
744295	 3827	3.737305	63511	-1.977539
744525	 3922	3.830078	63722	-1.771484
744755	 4007	3.913086	63930	-1.568359
744985	 4081	3.985352	64136	-1.367188
745215	 4145	4.047852	64340	-1.167969
745445	 4199	4.100586	64543	-0.969727
745675	 4243	4.143555	64748	-0.769531
745905	 4277	4.176758	64956	-0.566406
746135	 4300	4.199219	65169	-0.358398
746365	 4312	4.210938	65387	-0.145508
746595	 4313	4.211914	   76	0.074219
746825	 4303	4.202148	  306	0.298828
747055	 4281	4.180664	  540	0.527344
747285	 4248	4.148438	  775	0.756836
747515	 4203	4.104492	 1008	0.984375
747745	 4147	4.049805	 1236	1.207031
747975	 4079	3.983398	 1456	1.421875
748205	 4001	3.907227	 1666	1.626953
748435	 3912	3.820312	 1865	1.821289
748665	 3814	3.724609	 2054	2.005859
748895	 3707	3.620117	 2233	2.180664
749125	 3591	3.506836	 2403	2.346680
749355	 3467	3.385742	 2565	2.504883
749585	 3335	3.256836	 2721	2.657227
749815	 3195	3.120117	 2872	2.804688
750045	 3048	2.976562	 3020	2.949219
750275	 2893	2.825195	 3165	3.090820
750505	 2731	2.666992	 3307	3.229492
750735	 2562	2.501953	 3447	3.366211
750965	 2386	2.330078	 3584	3.500000
751195	 2204	2.152344	 3718	3.630859
751425	 2015	1.967773	 3847	3.756836
751655	 1820	1.777344	 3970	3.876953
751885	 1619	1.581055	 4086	3.990234
752115	 1412	1.378906	 4193	4.094727
752345	 1200	1.171875	 4290	4.189453
752575	  984	0.960938	 4376	4.273438
752805	  764	0.746094	 4449	4.344727
753035	  540	0.527344	 4508	4.402344
753265	  314	0.306641	 4553	4.446289
753495	   86	0.083984	 4583	4.475586
753725	65393	-0.139648	 4598	4.490234
753955	65163	-0.364258	 4598	4.490234
754185	64934	-0.587891	 4584	4.476562
754415	64706	-0.810547	 4555	4.448242
754645	64480	-1.031250	 4512	4.406250
754875	64256	-1.250000	 4456	4.351562
755105	64035	-1.465820	 4387	4.284180
755335	63818	-1.677734	 4307	4.206055
755565	63605	-1.885742	 4217	4.118164
755795	63397	-2.088867	 4117	4.020508
756025	63194	-2.287109	 4010	3.916016
756255	62997	-2.479492	 3896	3.804688
756485	62805	-2.666992	 3776	3.687500
756715	62619	-2.848633	 3652	3.566406
756945	62440	-3.023438	 3524	3.441406
757175	62267	-3.192383	 3392	3.312500
757405	62101	-3.354492	 3256	3.179688
757635	61942	-3.509766	 3116	3.042969
757865	61790	-3.658203	 2972	2.902344
758095	61645	-3.799805	 2822	2.755859
758325	61508	-3.933594	 2665	2.602539
758555	61379	-4.059570	 2500	2.441406
758785	61258	-4.177734	 2326	2.271484
759015	61146	-4.287109	 2141	2.090820
759245	61044	-4.386719	 1944	1.898438
759475	60952	-4.476562	 1735	1.694336
759705	60870	-4.556641	 1515	1.479492
759935	60800	-4.625000	 1285	1.254883
760165	60741	-4.682617	 1047	1.022461
760395	60694	-4.728516	  804	0.785156
760625	60660	-4.761719	  560	0.546875
760855	60638	-4.783203	  318	0.310547
761085	60628	-4.792969	   80	0.078125
761315	60629	-4.791992	65383	-0.149414
761545	60642	-4.779297	65156	-0.371094
761775	60666	-4.755859	64933	-0.588867
762005	60701	-4.721680	64713	-0.803711
762235	60747	-4.676758	64495	-1.016602
762465	60804	-4.621094	64276	-1.230469
762695	60872	-4.554688	64055	-1.446289
762925	60951	-4.477539	63831	-1.665039
763155	61041	-4.389648	63605	-1.885742
763385	61142	-4.291016	63377	-2.108398
763615	61255	-4.180664	63150	-2.330078
763845	61379	-4.059570	62927	-2.547852
764075	61514	-3.927734	62711	-2.758789
764305	61659	-3.786133	62505	-2.959961
764535	61814	-3.634766	62311	-3.149414
764765	61979	-3.473633	62130	-3.326172
764995	62152	-3.304688	61964	-3.488281
765225	62333	-3.127930	61812	-3.636719
765455	62522	-2.943359	61674	-3.771484
765685	62717	-2.752930	61549	-3.893555
765915	62918	-2.556641	61436	-4.003906
