Time [ns]	X (Q6.10)	X (Decimal)	Y (Q6.10)	Y (Decimal)
305225	  810	0.791016	60844	-4.582031
305455	 1043	1.018555	60870	-4.556641
305685	 1274	1.244141	60905	-4.522461
305915	 1503	1.467773	60950	-4.478516
306145	 1730	1.689453	61004	-4.425781
306375	 1954	1.908203	61069	-4.362305
306605	 2174	2.123047	61145	-4.288086
306835	 2390	2.333984	61232	-4.203125
307065	 2602	2.541016	61331	-4.106445
307295	 2808	2.742188	61443	-3.997070
307525	 3008	2.937500	61569	-3.874023
307755	 3202	3.126953	61710	-3.736328
307985	 3388	3.308594	61866	-3.583984
308215	 3566	3.482422	62037	-3.416992
308445	 3735	3.647461	62223	-3.235352
308675	 3895	3.803711	62423	-3.040039
308905	 4044	3.949219	62635	-2.833008
309135	 4183	4.084961	62856	-2.617188
309365	 4310	4.208984	63084	-2.394531
309595	 4426	4.322266	63316	-2.167969
309825	 4530	4.423828	63548	-1.941406
310055	 4623	4.514648	63779	-1.715820
310285	 4704	4.593750	64008	-1.492188
310515	 4774	4.662109	64235	-1.270508
310745	 4833	4.719727	64462	-1.048828
310975	 4880	4.765625	64690	-0.826172
311205	 4916	4.800781	64921	-0.600586
311435	 4940	4.824219	65156	-0.371094
311665	 4952	4.835938	65398	-0.134766
311895	 4952	4.835938	  110	0.107422
312125	 4940	4.824219	  364	0.355469
312355	 4915	4.799805	  622	0.607422
312585	 4877	4.762695	  880	0.859375
312815	 4826	4.712891	 1135	1.108398
313045	 4763	4.651367	 1384	1.351562
313275	 4687	4.577148	 1624	1.585938
313505	 4600	4.492188	 1854	1.810547
313735	 4502	4.396484	 2073	2.024414
313965	 4393	4.290039	 2282	2.228516
314195	 4274	4.173828	 2483	2.424805
314425	 4145	4.047852	 2677	2.614258
314655	 4006	3.912109	 2866	2.798828
314885	 3858	3.767578	 3052	2.980469
315115	 3701	3.614258	 3235	3.159180
315345	 3535	3.452148	 3416	3.335938
315575	 3360	3.281250	 3595	3.510742
315805	 3176	3.101562	 3771	3.682617
316035	 2983	2.913086	 3942	3.849609
316265	 2782	2.716797	 4107	4.010742
316495	 2573	2.512695	 4263	4.163086
316725	 2356	2.300781	 4408	4.304688
316955	 2132	2.082031	 4541	4.434570
317185	 1902	1.857422	 4659	4.549805
317415	 1667	1.627930	 4761	4.649414
317645	 1427	1.393555	 4847	4.733398
317875	 1183	1.155273	 4916	4.800781
318105	  936	0.914062	 4967	4.850586
318335	  687	0.670898	 5000	4.882812
318565	  437	0.426758	 5015	4.897461
318795	  187	0.182617	 5013	4.895508
319025	65473	-0.061523	 4993	4.875977
319255	65225	-0.303711	 4956	4.839844
319485	64979	-0.543945	 4903	4.788086
319715	64736	-0.781250	 4834	4.720703
319945	64497	-1.014648	 4750	4.638672
320175	64262	-1.244141	 4652	4.542969
320405	64032	-1.468750	 4541	4.434570
320635	63808	-1.687500	 4419	4.315430
320865	63591	-1.899414	 4287	4.186523
321095	63380	-2.105469	 4147	4.049805
321325	63176	-2.304688	 4000	3.906250
321555	62980	-2.496094	 3849	3.758789
321785	62792	-2.679688	 3694	3.607422
322015	62611	-2.856445	 3537	3.454102
322245	62438	-3.025391	 3378	3.298828
322475	62273	-3.186523	 3217	3.141602
322705	62116	-3.339844	 3053	2.981445
322935	61968	-3.484375	 2886	2.818359
323165	61828	-3.621094	 2714	2.650391
323395	61697	-3.749023	 2536	2.476562
323625	61575	-3.868164	 2350	2.294922
323855	61462	-3.978516	 2155	2.104492
324085	61359	-4.079102	 1950	1.904297
324315	61267	-4.168945	 1734	1.693359
324545	61186	-4.248047	 1508	1.472656
324775	61116	-4.316406	 1273	1.243164
325005	61058	-4.373047	 1031	1.006836
325235	61012	-4.417969	  785	0.766602
325465	60979	-4.450195	  539	0.526367
325695	60958	-4.470703	  296	0.289062
325925	60949	-4.479492	   58	0.056641
326155	60951	-4.477539	65363	-0.168945
326385	60965	-4.463867	65138	-0.388672
326615	60990	-4.439453	64918	-0.603516
326845	61026	-4.404297	64702	-0.814453
327075	61072	-4.359375	64487	-1.024414
327305	61129	-4.303711	64272	-1.234375
327535	61197	-4.237305	64056	-1.445312
327765	61276	-4.160156	63838	-1.658203
327995	61365	-4.073242	63618	-1.873047
328225	61466	-3.974609	63397	-2.088867
328455	61578	-3.865234	63177	-2.303711
328685	61700	-3.746094	62961	-2.514648
328915	61833	-3.616211	62752	-2.718750
329145	61976	-3.476562	62552	-2.914062
329375	62129	-3.327148	62364	-3.097656
329605	62291	-3.168945	62190	-3.267578
329835	62461	-3.002930	62030	-3.423828
330065	62639	-2.829102	61885	-3.565430
330295	62824	-2.648438	61755	-3.692383
330525	63015	-2.461914	61639	-3.805664
330755	63211	-2.270508	61536	-3.906250
330985	63412	-2.074219	61445	-3.995117
331215	63617	-1.874023	61366	-4.072266
331445	63826	-1.669922	61298	-4.138672
331675	64038	-1.462891	61240	-4.195312
331905	64253	-1.252930	61192	-4.242188
332135	64470	-1.041016	61154	-4.279297
332365	64689	-0.827148	61125	-4.307617
332595	64909	-0.612305	61105	-4.327148
332825	65130	-0.396484	61094	-4.337891
333055	65351	-0.180664	61092	-4.339844
333285	   36	0.035156	61099	-4.333008
333515	  256	0.250000	61116	-4.316406
333745	  475	0.463867	61142	-4.291016
333975	  693	0.676758	61178	-4.255859
334205	  909	0.887695	61224	-4.210938
334435	 1122	1.095703	61281	-4.155273
334665	 1332	1.300781	61349	-4.088867
334895	 1538	1.501953	61428	-4.011719
335125	 1740	1.699219	61520	-3.921875
335355	 1937	1.891602	61624	-3.820312
335585	 2129	2.079102	61742	-3.705078
335815	 2314	2.259766	61873	-3.577148
336045	 2492	2.433594	62018	-3.435547
336275	 2663	2.600586	62177	-3.280273
336505	 2826	2.759766	62349	-3.112305
336735	 2980	2.910156	62532	-2.933594
336965	 3124	3.050781	62725	-2.745117
337195	 3259	3.182617	62925	-2.549805
337425	 3384	3.304688	63129	-2.350586
337655	 3498	3.416016	63335	-2.149414
337885	 3602	3.517578	63541	-1.948242
338115	 3696	3.609375	63745	-1.749023
338345	 3780	3.691406	63946	-1.552734
338575	 3854	3.763672	64144	-1.359375
338805	 3918	3.826172	64340	-1.167969
339035	 3972	3.878906	64535	-0.977539
339265	 4016	3.921875	64731	-0.786133
339495	 4051	3.956055	64930	-0.591797
339725	 4076	3.980469	65134	-0.392578
339955	 4090	3.994141	65343	-0.188477
340185	 4094	3.998047	   22	0.021484
340415	 4087	3.991211	  243	0.237305
340645	 4069	3.973633	  468	0.457031
340875	 4040	3.945312	  695	0.678711
341105	 3999	3.905273	  921	0.899414
341335	 3947	3.854492	 1143	1.116211
341565	 3884	3.792969	 1358	1.326172
341795	 3811	3.721680	 1564	1.527344
342025	 3728	3.640625	 1759	1.717773
342255	 3635	3.549805	 1943	1.897461
342485	 3533	3.450195	 2117	2.067383
342715	 3423	3.342773	 2281	2.227539
342945	 3305	3.227539	 2436	2.378906
343175	 3179	3.104492	 2584	2.523438
343405	 3046	2.974609	 2726	2.662109
343635	 2906	2.837891	 2863	2.795898
343865	 2760	2.695312	 2996	2.925781
344095	 2607	2.545898	 3126	3.052734
344325	 2448	2.390625	 3254	3.177734
344555	 2282	2.228516	 3379	3.299805
344785	 2110	2.060547	 3502	3.419922
345015	 1932	1.886719	 3622	3.537109
345245	 1748	1.707031	 3738	3.650391
345475	 1558	1.521484	 3849	3.758789
345705	 1363	1.331055	 3954	3.861328
345935	 1163	1.135742	 4052	3.957031
346165	  958	0.935547	 4141	4.043945
346395	  749	0.731445	 4220	4.121094
346625	  536	0.523438	 4288	4.187500
346855	  320	0.312500	 4344	4.242188
347085	  102	0.099609	 4388	4.285156
347315	65418	-0.115234	 4419	4.315430
347545	65197	-0.331055	 4437	4.333008
347775	64975	-0.547852	 4441	4.336914
348005	64753	-0.764648	 4432	4.328125
348235	64532	-0.980469	 4410	4.306641
348465	64313	-1.194336	 4375	4.272461
348695	64096	-1.406250	 4328	4.226562
348925	63881	-1.616211	 4269	4.168945
349155	63669	-1.823242	 4200	4.101562
349385	63461	-2.026367	 4121	4.024414
349615	63257	-2.225586	 4033	3.938477
349845	63058	-2.419922	 3937	3.844727
350075	62864	-2.609375	 3835	3.745117
350305	62675	-2.793945	 3727	3.639648
350535	62492	-2.972656	 3613	3.528320
350765	62314	-3.146484	 3495	3.413086
350995	62142	-3.314453	 3372	3.292969
351225	61977	-3.475586	 3245	3.168945
351455	61818	-3.630859	 3113	3.040039
351685	61666	-3.779297	 2976	2.906250
351915	61521	-3.920898	 2833	2.766602
352145	61383	-4.055664	 2682	2.619141
352375	61253	-4.182617	 2523	2.463867
352605	61131	-4.301758	 2354	2.298828
352835	61018	-4.412109	 2174	2.123047
353065	60914	-4.513672	 1982	1.935547
353295	60820	-4.605469	 1778	1.736328
353525	60736	-4.687500	 1561	1.524414
353755	60663	-4.758789	 1333	1.301758
353985	60602	-4.818359	 1097	1.071289
354215	60553	-4.866211	  855	0.834961
354445	60516	-4.902344	  611	0.596680
354675	60491	-4.926758	  367	0.358398
354905	60478	-4.939453	  127	0.124023
355135	60477	-4.940430	65428	-0.105469
355365	60488	-4.929688	65198	-0.330078
355595	60510	-4.908203	64973	-0.549805
355825	60543	-4.875977	64751	-0.766602
356055	60587	-4.833008	64530	-0.982422
356285	60642	-4.779297	64308	-1.199219
356515	60708	-4.714844	64084	-1.417969
356745	60785	-4.639648	63857	-1.639648
356975	60874	-4.552734	63628	-1.863281
357205	60974	-4.455078	63397	-2.088867
357435	61086	-4.345703	63166	-2.314453
357665	61209	-4.225586	62939	-2.536133
357895	61343	-4.094727	62718	-2.751953
358125	61488	-3.953125	62507	-2.958008
358355	61643	-3.801758	62307	-3.153320
358585	61808	-3.640625	62121	-3.334961
358815	61982	-3.470703	61949	-3.502930
359045	62164	-3.292969	61791	-3.657227
359275	62354	-3.107422	61647	-3.797852
359505	62551	-2.915039	61516	-3.925781
359735	62754	-2.716797	61397	-4.041992
359965	62962	-2.513672	61289	-4.147461
360195	63176	-2.304688	61191	-4.243164
360425	63394	-2.091797	61102	-4.330078
360655	63616	-1.875000	61022	-4.408203
360885	63842	-1.654297	60950	-4.478516
361115	64072	-1.429688	60886	-4.541016
361345	64305	-1.202148	60829	-4.596680
361575	64540	-0.972656	60779	-4.645508
361805	64778	-0.740234	60736	-4.687500
362035	65018	-0.505859	60700	-4.722656
362265	65259	-0.270508	60671	-4.750977
362495	65501	-0.034180	60650	-4.771484
362725	  208	0.203125	60636	-4.785156
362955	  452	0.441406	60630	-4.791016
363185	  696	0.679688	60631	-4.790039
363415	  940	0.917969	60641	-4.780273
363645	 1183	1.155273	60659	-4.762695
363875	 1425	1.391602	60685	-4.737305
364105	 1665	1.625977	60720	-4.703125
364335	 1903	1.858398	60764	-4.660156
364565	 2139	2.088867	60818	-4.607422
364795	 2372	2.316406	60882	-4.544922
365025	 2602	2.541016	60956	-4.472656
365255	 2828	2.761719	61041	-4.389648
365485	 3049	2.977539	61138	-4.294922
365715	 3265	3.188477	61248	-4.187500
365945	 3475	3.393555	61371	-4.067383
366175	 3679	3.592773	61508	-3.933594
366405	 3875	3.784180	61661	-3.784180
366635	 4063	3.967773	61829	-3.620117
366865	 4243	4.143555	62014	-3.439453
367095	 4413	4.309570	62215	-3.243164
367325	 4573	4.465820	62430	-3.033203
367555	 4722	4.611328	62658	-2.810547
367785	 4859	4.745117	62897	-2.577148
368015	 4984	4.867188	63142	-2.337891
368245	 5097	4.977539	63391	-2.094727
368475	 5197	5.075195	63641	-1.850586
368705	 5285	5.161133	63890	-1.607422
368935	 5360	5.234375	64137	-1.366211
369165	 5423	5.295898	64383	-1.125977
369395	 5474	5.345703	64630	-0.884766
369625	 5512	5.382812	64880	-0.640625
369855	 5538	5.408203	65135	-0.391602
370085	 5551	5.420898	65397	-0.135742
370315	 5551	5.420898	  130	0.126953
370545	 5537	5.407227	  405	0.395508
370775	 5509	5.379883	  684	0.667969
371005	 5467	5.338867	  963	0.940430
371235	 5412	5.285156	 1239	1.209961
371465	 5343	5.217773	 1507	1.471680
371695	 5261	5.137695	 1766	1.724609
371925	 5166	5.044922	 2015	1.967773
372155	 5059	4.940430	 2254	2.201172
372385	 4940	4.824219	 2484	2.425781
372615	 4810	4.697266	 2708	2.644531
372845	 4669	4.559570	 2927	2.858398
373075	 4517	4.411133	 3143	3.069336
373305	 4355	4.252930	 3357	3.278320
373535	 4182	4.083984	 3569	3.485352
373765	 3998	3.904297	 3779	3.690430
373995	 3804	3.714844	 3984	3.890625
374225	 3600	3.515625	 4183	4.084961
374455	 3386	3.306641	 4373	4.270508
374685	 3163	3.088867	 4551	4.444336
374915	 2932	2.863281	 4714	4.603516
375145	 2693	2.629883	 4861	4.747070
375375	 2447	2.389648	 4991	4.874023
375605	 2195	2.143555	 5103	4.983398
375835	 1938	1.892578	 5196	5.074219
376065	 1677	1.637695	 5271	5.147461
376295	 1412	1.378906	 5328	5.203125
376525	 1145	1.118164	 5366	5.240234
376755	  877	0.856445	 5386	5.259766
376985	  608	0.593750	 5388	5.261719
377215	  339	0.331055	 5373	5.247070
377445	   71	0.069336	 5341	5.215820
377675	65341	-0.190430	 5291	5.166992
377905	65078	-0.447266	 5224	5.101562
378135	64819	-0.700195	 5141	5.020508
378365	64565	-0.948242	 5041	4.922852
378595	64316	-1.191406	 4926	4.810547
378825	64073	-1.428711	 4796	4.683594
379055	63837	-1.659180	 4653	4.543945
379285	63608	-1.882812	 4498	4.392578
379515	63387	-2.098633	 4333	4.231445
379745	63175	-2.305664	 4160	4.062500
379975	62972	-2.503906	 3982	3.888672
380205	62778	-2.693359	 3800	3.710938
380435	62593	-2.874023	 3617	3.532227
380665	62417	-3.045898	 3432	3.351562
380895	62250	-3.208984	 3247	3.170898
381125	62092	-3.363281	 3060	2.988281
381355	61944	-3.507812	 2871	2.803711
381585	61805	-3.643555	 2678	2.615234
381815	61676	-3.769531	 2480	2.421875
382045	61557	-3.885742	 2274	2.220703
382275	61448	-3.992188	 2059	2.010742
382505	61350	-4.087891	 1835	1.791992
382735	61264	-4.171875	 1601	1.563477
382965	61190	-4.244141	 1358	1.326172
383195	61128	-4.304688	 1108	1.082031
383425	61079	-4.352539	  854	0.833984
383655	61042	-4.388672	  599	0.584961
383885	61018	-4.412109	  347	0.338867
384115	61006	-4.423828	  100	0.097656
384345	61007	-4.422852	65396	-0.136719
384575	61019	-4.411133	65163	-0.364258
384805	61043	-4.387695	64936	-0.585938
385035	61078	-4.353516	64713	-0.803711
385265	61124	-4.308594	64492	-1.019531
385495	61181	-4.252930	64272	-1.234375
385725	61249	-4.186523	64050	-1.451172
385955	61328	-4.109375	63827	-1.668945
386185	61418	-4.021484	63602	-1.888672
386415	61519	-3.922852	63377	-2.108398
386645	61632	-3.812500	63153	-2.327148
386875	61756	-3.691406	62934	-2.541016
387105	61890	-3.560547	62722	-2.748047
387335	62035	-3.418945	62521	-2.944336
387565	62189	-3.268555	62332	-3.128906
387795	62353	-3.108398	62157	-3.299805
388025	62525	-2.940430	61997	-3.456055
388255	62705	-2.764648	61852	-3.597656
388485	62891	-2.583008	61722	-3.724609
388715	63083	-2.395508	61606	-3.837891
388945	63281	-2.202148	61503	-3.938477
389175	63484	-2.003906	61412	-4.027344
389405	63691	-1.801758	61333	-4.104492
389635	63902	-1.595703	61265	-4.170898
389865	64116	-1.386719	61207	-4.227539
390095	64332	-1.175781	61159	-4.274414
390325	64551	-0.961914	61120	-4.312500
390555	64771	-0.747070	61090	-4.341797
390785	64993	-0.530273	61069	-4.362305
391015	65215	-0.313477	61057	-4.374023
391245	65438	-0.095703	61054	-4.376953
391475	  125	0.122070	61060	-4.371094
391705	  347	0.338867	61075	-4.356445
391935	  568	0.554688	61100	-4.332031
392165	  788	0.769531	61135	-4.297852
392395	 1006	0.982422	61180	-4.253906
392625	 1221	1.192383	61235	-4.200195
392855	 1433	1.399414	61301	-4.135742
393085	 1642	1.603516	61379	-4.059570
393315	 1846	1.802734	61469	-3.971680
393545	 2046	1.998047	61572	-3.871094
393775	 2240	2.187500	61688	-3.757812
394005	 2428	2.371094	61818	-3.630859
394235	 2609	2.547852	61962	-3.490234
394465	 2783	2.717773	62120	-3.335938
394695	 2948	2.878906	62291	-3.168945
394925	 3105	3.032227	62474	-2.990234
395155	 3252	3.175781	62668	-2.800781
395385	 3389	3.309570	62870	-2.603516
395615	 3516	3.433594	63077	-2.401367
395845	 3633	3.547852	63287	-2.196289
396075	 3739	3.651367	63497	-1.991211
396305	 3835	3.745117	63706	-1.787109
396535	 3920	3.828125	63912	-1.585938
396765	 3995	3.901367	64115	-1.387695
396995	 4060	3.964844	64316	-1.191406
397225	 4115	4.018555	64517	-0.995117
397455	 4160	4.062500	64719	-0.797852
397685	 4195	4.096680	64923	-0.598633
397915	 4220	4.121094	65132	-0.394531
398145	 4234	4.134766	65347	-0.184570
398375	 4237	4.137695	   32	0.031250
398605	 4229	4.129883	  258	0.251953
398835	 4210	4.111328	  488	0.476562
399065	 4179	4.081055	  720	0.703125
399295	 4137	4.040039	  951	0.928711
399525	 4083	3.987305	 1177	1.149414
399755	 4018	3.923828	 1396	1.363281
399985	 3943	3.850586	 1606	1.568359
400215	 3857	3.766602	 1805	1.762695
400445	 3762	3.673828	 1993	1.946289
400675	 3658	3.572266	 2171	2.120117
400905	 3545	3.461914	 2340	2.285156
401135	 3424	3.343750	 2501	2.442383
401365	 3295	3.217773	 2655	2.592773
401595	 3158	3.083984	 2803	2.737305
401825	 3014	2.943359	 2947	2.877930
402055	 2863	2.795898	 3088	3.015625
402285	 2705	2.641602	 3226	3.150391
402515	 2540	2.480469	 3362	3.283203
402745	 2369	2.313477	 3495	3.413086
402975	 2191	2.139648	 3625	3.540039
403205	 2007	1.959961	 3752	3.664062
403435	 1817	1.774414	 3874	3.783203
403665	 1621	1.583008	 3989	3.895508
403895	 1419	1.385742	 4097	4.000977
404125	 1212	1.183594	 4196	4.097656
404355	 1000	0.976562	 4285	4.184570
404585	  784	0.765625	 4362	4.259766
404815	  564	0.550781	 4426	4.322266
405045	  342	0.333984	 4477	4.372070
405275	  117	0.114258	 4514	4.408203
405505	65427	-0.106445	 4537	4.430664
405735	65200	-0.328125	 4545	4.438477
405965	64973	-0.549805	 4539	4.432617
406195	64747	-0.770508	 4519	4.413086
406425	64522	-0.990234	 4485	4.379883
406655	64299	-1.208008	 4438	4.333984
406885	64079	-1.422852	 4378	4.275391
407115	63862	-1.634766	 4307	4.206055
407345	63649	-1.842773	 4225	4.125977
407575	63440	-2.046875	 4134	4.037109
407805	63236	-2.246094	 4034	3.939453
408035	63037	-2.440430	 3927	3.834961
408265	62844	-2.628906	 3814	3.724609
408495	62656	-2.812500	 3696	3.609375
408725	62474	-2.990234	 3573	3.489258
408955	62299	-3.161133	 3446	3.365234
409185	62130	-3.326172	 3315	3.237305
409415	61968	-3.484375	 3180	3.105469
409645	61813	-3.635742	 3040	2.968750
409875	61665	-3.780273	 2895	2.827148
410105	61524	-3.917969	 2744	2.679688
410335	61391	-4.047852	 2585	2.524414
410565	61266	-4.169922	 2417	2.360352
410795	61149	-4.284180	 2239	2.186523
411025	61042	-4.388672	 2050	2.001953
411255	60944	-4.484375	 1849	1.805664
411485	60857	-4.569336	 1636	1.597656
411715	60780	-4.644531	 1411	1.377930
411945	60715	-4.708008	 1177	1.149414
412175	60662	-4.759766	  936	0.914062
412405	60621	-4.799805	  692	0.675781
412635	60592	-4.828125	  448	0.437500
412865	60575	-4.844727	  207	0.202148
413095	60570	-4.849609	65507	-0.028320
413325	60577	-4.842773	65276	-0.253906
413555	60595	-4.825195	65050	-0.474609
413785	60624	-4.796875	64828	-0.691406
414015	60664	-4.757812	64608	-0.906250
414245	60715	-4.708008	64388	-1.121094
414475	60777	-4.647461	64167	-1.336914
414705	60850	-4.576172	63944	-1.554688
414935	60934	-4.494141	63718	-1.775391
415165	61030	-4.400391	63490	-1.998047
415395	61137	-4.295898	63261	-2.221680
415625	61255	-4.180664	63034	-2.443359
415855	61385	-4.053711	62813	-2.659180
416085	61525	-3.916992	62600	-2.867188
416315	61676	-3.769531	62398	-3.064453
416545	61837	-3.612305	62209	-3.249023
416775	62007	-3.446289	62034	-3.419922
417005	62185	-3.272461	61873	-3.577148
417235	62371	-3.090820	61726	-3.720703
417465	62564	-2.902344	61593	-3.850586
417695	62763	-2.708008	61473	-3.967773
417925	62968	-2.507812	61364	-4.074219
418155	63178	-2.302734	61266	-4.169922
418385	63392	-2.093750	61178	-4.255859
418615	63611	-1.879883	61099	-4.333008
418845	63833	-1.663086	61029	-4.401367
419075	64059	-1.442383	60967	-4.461914
419305	64288	-1.218750	60913	-4.514648
419535	64519	-0.993164	60867	-4.559570
419765	64752	-0.765625	60828	-4.597656
419995	64987	-0.536133	60797	-4.627930
420225	65223	-0.305664	60773	-4.651367
420455	65460	-0.074219	60756	-4.667969
420685	  162	0.158203	60747	-4.676758
420915	  400	0.390625	60746	-4.677734
421145	  638	0.623047	60753	-4.670898
421375	  875	0.854492	60768	-4.656250
421605	 1111	1.084961	60791	-4.633789
421835	 1346	1.314453	60823	-4.602539
422065	 1579	1.541992	60864	-4.562500
422295	 1810	1.767578	60915	-4.512695
422525	 2038	1.990234	60976	-4.453125
422755	 2263	2.209961	61047	-4.383789
422985	 2484	2.425781	61129	-4.303711
423215	 2701	2.637695	61223	-4.211914
423445	 2913	2.844727	61330	-4.107422
423675	 3119	3.045898	61450	-3.990234
423905	 3319	3.241211	61584	-3.859375
424135	 3512	3.429688	61733	-3.713867
424365	 3697	3.610352	61898	-3.552734
424595	 3873	3.782227	62078	-3.376953
424825	 4040	3.945312	62273	-3.186523
425055	 4197	4.098633	62482	-2.982422
425285	 4343	4.241211	62703	-2.766602
425515	 4478	4.373047	62933	-2.541992
425745	 4601	4.493164	63169	-2.311523
425975	 4712	4.601562	63408	-2.078125
426205	 4812	4.699219	63647	-1.844727
426435	 4900	4.785156	63884	-1.613281
426665	 4976	4.859375	64119	-1.383789
426895	 5040	4.921875	64353	-1.155273
427125	 5093	4.973633	64588	-0.925781
427355	 5134	5.013672	64825	-0.694336
427585	 5163	5.041992	65066	-0.458984
427815	 5180	5.058594	65313	-0.217773
428045	 5184	5.062500	   31	0.030273
428275	 5176	5.054688	  292	0.285156
428505	 5154	5.033203	  557	0.543945
428735	 5119	4.999023	  824	0.804688
428965	 5071	4.952148	 1089	1.063477
429195	 5010	4.892578	 1348	1.316406
429425	 4936	4.820312	 1599	1.561523
429655	 4850	4.736328	 1839	1.795898
429885	 4752	4.640625	 2069	2.020508
430115	 4643	4.534180	 2289	2.235352
430345	 4523	4.416992	 2501	2.442383
430575	 4393	4.290039	 2706	2.642578
430805	 4253	4.153320	 2907	2.838867
431035	 4103	4.006836	 3104	3.031250
431265	 3943	3.850586	 3299	3.221680
431495	 3773	3.684570	 3492	3.410156
431725	 3594	3.509766	 3683	3.596680
431955	 3405	3.325195	 3870	3.779297
432185	 3207	3.131836	 4052	3.957031
432415	 3000	2.929688	 4226	4.126953
432645	 2785	2.719727	 4390	4.287109
432875	 2562	2.501953	 4542	4.435547
433105	 2332	2.277344	 4679	4.569336
433335	 2095	2.045898	 4800	4.687500
433565	 1853	1.809570	 4904	4.789062
433795	 1606	1.568359	 4991	4.874023
434025	 1355	1.323242	 5060	4.941406
434255	 1101	1.075195	 5110	4.990234
434485	  845	0.825195	 5142	5.021484
434715	  588	0.574219	 5156	5.035156
434945	  331	0.323242	 5152	5.031250
435175	   74	0.072266	 5130	5.009766
435405	65355	-0.176758	 5091	4.971680
435635	65102	-0.423828	 5035	4.916992
435865	64852	-0.667969	 4963	4.846680
436095	64606	-0.908203	 4875	4.760742
436325	64365	-1.143555	 4772	4.660156
436555	64130	-1.373047	 4655	4.545898
436785	63901	-1.596680	 4526	4.419922
437015	63678	-1.814453	 4386	4.283203
437245	63463	-2.024414	 4238	4.138672
437475	63255	-2.227539	 4083	3.987305
437705	63055	-2.422852	 3922	3.830078
437935	62863	-2.610352	 3758	3.669922
438165	62679	-2.790039	 3592	3.507812
438395	62504	-2.960938	 3424	3.343750
438625	62337	-3.124023	 3255	3.178711
438855	62179	-3.278320	 3084	3.011719
439085	62029	-3.424805	 2910	2.841797
439315	61888	-3.562500	 2732	2.667969
439545	61756	-3.691406	 2549	2.489258
439775	61633	-3.811523	 2358	2.302734
440005	61520	-3.921875	 2158	2.107422
440235	61417	-4.022461	 1949	1.903320
440465	61325	-4.112305	 1729	1.688477
440695	61244	-4.191406	 1499	1.463867
440925	61175	-4.258789	 1260	1.230469
441155	61118	-4.314453	 1015	0.991211
441385	61073	-4.358398	  767	0.749023
441615	61040	-4.390625	  519	0.506836
441845	61020	-4.410156	  275	0.268555
442075	61012	-4.417969	   36	0.035156
442305	61016	-4.414062	65340	-0.191406
442535	61031	-4.399414	65114	-0.412109
442765	61057	-4.374023	64894	-0.626953
442995	61094	-4.337891	64677	-0.838867
443225	61142	-4.291016	64462	-1.048828
443455	61200	-4.234375	64247	-1.258789
443685	61269	-4.166992	64030	-1.470703
443915	61349	-4.088867	63811	-1.684570
444145	61440	-4.000000	63590	-1.900391
444375	61542	-3.900391	63369	-2.116211
444605	61655	-3.790039	63150	-2.330078
444835	61779	-3.668945	62935	-2.540039
445065	61913	-3.538086	62727	-2.743164
445295	62057	-3.397461	62529	-2.936523
445525	62211	-3.247070	62344	-3.117188
445755	62374	-3.087891	62172	-3.285156
445985	62545	-2.920898	62015	-3.438477
446215	62724	-2.746094	61873	-3.577148
446445	62909	-2.565430	61745	-3.702148
446675	63100	-2.378906	61631	-3.813477
446905	63297	-2.186523	61531	-3.911133
447135	63498	-1.990234	61443	-3.997070
447365	63703	-1.790039	61367	-4.071289
447595	63912	-1.585938	61302	-4.134766
447825	64124	-1.378906	61247	-4.188477
448055	64338	-1.169922	61203	-4.231445
448285	64554	-0.958984	61168	-4.265625
448515	64772	-0.746094	61143	-4.290039
448745	64991	-0.532227	61127	-4.305664
448975	65210	-0.318359	61120	-4.312500
449205	65429	-0.104492	61122	-4.310547
449435	  112	0.109375	61134	-4.298828
449665	  330	0.322266	61155	-4.278320
449895	  547	0.534180	61186	-4.248047
450125	  762	0.744141	61227	-4.208008
450355	  975	0.952148	61278	-4.158203
450585	 1185	1.157227	61340	-4.097656
450815	 1392	1.359375	61414	-4.025391
451045	 1595	1.557617	61500	-3.941406
451275	 1793	1.750977	61599	-3.844727
451505	 1986	1.939453	61711	-3.735352
451735	 2173	2.122070	61836	-3.613281
451965	 2353	2.297852	61975	-3.477539
452195	 2526	2.466797	62127	-3.329102
452425	 2691	2.627930	62292	-3.167969
452655	 2848	2.781250	62469	-2.995117
452885	 2996	2.925781	62656	-2.812500
453115	 3134	3.060547	62851	-2.622070
453345	 3262	3.185547	63052	-2.425781
453575	 3380	3.300781	63255	-2.227539
453805	 3488	3.406250	63459	-2.028320
454035	 3586	3.501953	63661	-1.831055
454265	 3674	3.587891	63860	-1.636719
454495	 3752	3.664062	64056	-1.445312
454725	 3820	3.730469	64250	-1.255859
454955	 3879	3.788086	64443	-1.067383
455185	 3928	3.835938	64636	-0.878906
455415	 3967	3.874023	64831	-0.688477
455645	 3997	3.903320	65029	-0.495117
455875	 4017	3.922852	65232	-0.296875
456105	 4027	3.932617	65441	-0.092773
456335	 4026	3.931641	  120	0.117188
456565	 4014	3.919922	  340	0.332031
456795	 3991	3.897461	  563	0.549805
457025	 3957	3.864258	  787	0.768555
457255	 3912	3.820312	 1009	0.985352
457485	 3856	3.765625	 1225	1.196289
457715	 3789	3.700195	 1433	1.399414
457945	 3712	3.625000	 1632	1.593750
458175	 3625	3.540039	 1820	1.777344
458405	 3529	3.446289	 1997	1.950195
458635	 3425	3.344727	 2164	2.113281
